Journal	JournalFullName	ISSN	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022
J BLACK STUD	JOURNAL OF BLACK STUDIES	0021-9347	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.133	0.204	0.237	0.197	0.493	0.497	0.497
J MULTICULT COUNS D	JOURNAL OF MULTICULTURAL COUNSELING AND DEVELOPMENT	0883-8534	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.151	0.243	0.284	0.361	0.65	0.878	0.878
PAC FOCUS	PACIFIC FOCUS	1225-4657	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.106	0.085	0.175	0.173	0.269	0.198	0.198
REV KEYNES ECON	REVIEW OF KEYNESIAN ECONOMICS	2049-5323	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.168	0.224	0.267	0.376	0.444	0.4	0.4
SOCIOL SPECTRUM	SOCIOLOGICAL SPECTRUM	0273-2173	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.287	0.279	0.301	0.307	0.348	0.5	0.5
LABOUR-TRAVAIL	LABOUR-LE TRAVAIL	0700-3862	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.302	0.069	0.135	0.098	0.389	0.201	0.201
BRIT J LEARN DISABIL	BRITISH JOURNAL OF LEARNING DISABILITIES	1354-4187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.231	0.227	0.239	0.256	0.382	0.36	0.36
Z PADAGOGIK	ZEITSCHRIFT FUR PADAGOGIK	0044-3247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.134	0.082	0.084	0.085	0.161	0.102	0.102
EXCEPTIONALITY	EXCEPTIONALITY	0936-2835	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29	0.249	0.42	0.487	0.715	0.561	0.561
GER STUD REV	GERMAN STUDIES REVIEW	0149-7952	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.055	0.139	0.163	0.037	0.452	0.31	0.31
JAVNOST-PUBLIC	JAVNOST-THE PUBLIC	1318-3222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.163	0.173	0.279	0.276	0.798	0.948	0.948
INT J DEV DISABIL	INTERNATIONAL JOURNAL OF DEVELOPMENTAL DISABILITIES	2047-3869	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.122	0.177	0.183	0.215	0.221	0.412	0.412
WISC LAW REV	WISCONSIN LAW REVIEW	0043-650X	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.342	0.554	0.375	0.533	0.68	0.912	0.912
GLOBAL ECON REV	GLOBAL ECONOMIC REVIEW	1226-508X	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.126	0.117	0.128	0.247	0.169	0.265	0.265
RAE-REV ADMIN EMPRES	RAE-REVISTA DE ADMINISTRACAO DE EMPRESAS	2178-938X	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.048	0.036	0.055	0.063	0.178	0.246	0.246
INT J LAW CRIME JUST	INTERNATIONAL JOURNAL OF LAW CRIME AND JUSTICE	1756-0616	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.144	0.189	0.176	0.281	0.442	0.354	0.354
CAN J POLIT SCI	CANADIAN JOURNAL OF POLITICAL SCIENCE-REVUE CANADIENNE DE SCIENCE POLITIQUE	0008-4239	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.214	0.193	0.159	0.214	0.493	0.995	0.995
CONTEMP EUR HIST	CONTEMPORARY EUROPEAN HISTORY	0960-7773	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.423	0.35	0.398	0.372	1.105	0.827	0.827
GENDER LANG	GENDER AND LANGUAGE	1747-6321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.168	0.196	0.15	0.189	0.353	0.384	0.384
URBAN DES INT	URBAN DESIGN INTERNATIONAL	1357-5317	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.257	0.118	0.235	0.234	1.846	0.363	0.363
BEHAV INTERVENT	BEHAVIORAL INTERVENTIONS	1072-0847	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.293	0.366	0.298	0.512	0.349	0.349
BUFFALO LAW REV	BUFFALO LAW REVIEW	0023-9356	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.219	0.18	0.122	0.251	0.394	0.307	0.307
CAN J BEHAV SCI	CANADIAN JOURNAL OF BEHAVIOURAL SCIENCE-REVUE CANADIENNE DES SCIENCES DU COMPORTEMENT	0008-400X	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.294	0.408	0.35	0.438	0.572	0.794	0.794
ENGL HIST REV	ENGLISH HISTORICAL REVIEW	0013-8266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.401	0.497	0.228	0.294	0.924	1.105	1.105
RACE CLASS	RACE & CLASS	0306-3968	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31	0.359	0.317	0.443	0.922	1.312	1.312
CHILD HEALTH CARE	CHILDRENS HEALTH CARE	0273-9615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.237	0.23	0.212	0.282	0.292	0.321	0.321
E EUR POLIT SOC	EAST EUROPEAN POLITICS AND SOCIETIES	0888-3254	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.337	0.404	0.356	0.343	0.679	0.66	0.66
HIST AGRAR	HISTORIA AGRARIA	1139-1472	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.211	0.21	0.196	0.205	0.399	0.484	0.484
J JPN STUD	JOURNAL OF JAPANESE STUDIES	0095-6848	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.243	0.26	0.134	0.205	0.447	0.559	0.559
J PIDGIN CREOLE LANG	JOURNAL OF PIDGIN AND CREOLE LANGUAGES	0920-9034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.055	0.147	0.304	0.105	0.24	0.568	0.568
J FR LANG STUD	JOURNAL OF FRENCH LANGUAGE STUDIES	0959-2695	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.062	0.144	0.157	0.112	0.365	0.553	0.553
LIBRI	LIBRI-INTERNATIONAL JOURNAL OF LIBRARIES AND INFORMATION STUDIES	0024-2667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.09	0.101	0.084	0.177	0.191	0.191
NAT RESOUR J	NATURAL RESOURCES JOURNAL	0028-0739	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.286	0.183	0.256	0.195	0.301	0.342	0.342
ECONOMICS-KIEL	ECONOMICS-THE OPEN ACCESS OPEN-ASSESSMENT E-JOURNAL	1864-6042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.286	0.192	0.268	0.209	0.322	0.377	0.377
FORUM-J APPL RES CON	FORUM-A JOURNAL OF APPLIED RESEARCH IN CONTEMPORARY POLITICS	2194-6183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.291	0.275	0.435	0.316	0.476	0.579	0.579
ENGL AUST	ENGLISH IN AUSTRALIA	0046-208X	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.056	0.065	0.036	0.209	0.294	0.294
J AM PSYCHOANAL ASS	JOURNAL OF THE AMERICAN PSYCHOANALYTIC ASSOCIATION	0003-0651	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.358	0.274	0.466	0.373	0.896	0.512	0.512
CHIN MANAG STUD	CHINESE MANAGEMENT STUDIES	1750-614X	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.068	0.067	0.079	0.154	0.236	0.303	0.303
J MOD ITAL STUD	JOURNAL OF MODERN ITALIAN STUDIES	1354-571X	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.267	0.118	0.151	0.115	0.556	0.406	0.406
JPN ECON REV	JAPANESE ECONOMIC REVIEW	1352-4739	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.203	0.189	0.289	0.316	0.272	0.306	0.306
REV CIENC POLIT-SANT	REVISTA DE CIENCIA POLITICA	0718-090X	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.257	0.182	0.177	0.13	0.525	0.711	0.711
PHILOS SOC SCI	PHILOSOPHY OF THE SOCIAL SCIENCES	0048-3931	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.216	0.236	0.198	0.337	0.5	0.5
INT J MUSIC EDUC	INTERNATIONAL JOURNAL OF MUSIC EDUCATION	0255-7614	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.105	0.163	0.172	0.108	0.396	0.325	0.325
BRIT J MUSIC EDUC	BRITISH JOURNAL OF MUSIC EDUCATION	0265-0517	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.128	0.186	0.148	0.157	0.432	0.309	0.309
J RISK	JOURNAL OF RISK	1465-1211	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.275	0.282	0.251	0.179	0.258	0.194	0.194
PSYCHOL ERZ UNTERR	PSYCHOLOGIE IN ERZIEHUNG UND UNTERRICHT	0342-183X	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.107	0.185	0.174	0.14	0.19	0.203	0.203
ANTHROPOL NOTEB	ANTHROPOLOGICAL NOTEBOOKS	1408-032X	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.096	0.087	0.1	0.069	0.177	0.185	0.185
J LANG POLIT	JOURNAL OF LANGUAGE AND POLITICS	1569-2159	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.194	0.233	0.283	0.397	0.741	0.614	0.614
PSICOLOGICA	PSICOLOGICA	0211-2159	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.189	0.197	0.193	0.349	0.319	0.375	0.375
J COMPET LAW ECON	JOURNAL OF COMPETITION LAW & ECONOMICS	1744-6414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.169	0.342	0.349	0.609	0.825	0.825
LAW PHILOS	LAW AND PHILOSOPHY	0167-5249	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.329	0.346	0.231	0.366	0.64	0.707	0.707
GER HIST	GERMAN HISTORY	0266-3554	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.606	0.734	0.391	0.394	0.566	0.602	0.602
INT J AM LINGUIST	INTERNATIONAL JOURNAL OF AMERICAN LINGUISTICS	0020-7071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.283	0.0	0.143	0.156	0.458	0.364	0.364
Z SEXUALFORSCH	ZEITSCHRIFT FUR SEXUALFORSCHUNG	0932-8114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.092	0.124	0.116	0.038	0.122	0.143	0.143
ACTA OECON	ACTA OECONOMICA	0001-6373	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.048	0.049	0.057	0.052	0.153	0.133	0.133
FRONTIERS	FRONTIERS-A JOURNAL OF WOMEN STUDIES	0160-9009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.227	0.108	0.223	0.19	0.451	0.457	0.457
HUM ECOL REV	HUMAN ECOLOGY REVIEW	1074-4827	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.317	0.239	0.208	0.309	0.214	0.214
J POLYNESIAN SOC	JOURNAL OF THE POLYNESIAN SOCIETY	0032-4000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.099	0.113	0.079	0.112	0.321	0.425	0.425
REV HIST ECON	REVISTA DE HISTORIA ECONOMICA	0212-6109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.165	0.261	0.349	0.353	0.744	0.748	0.748
SERIALS REV	SERIALS REVIEW	0098-7913	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.165	0.069	0.109	0.096	0.129	0.11	0.11
LINGUISTICS	LINGUISTICS	0024-3949	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.456	0.381	0.358	0.303	0.755	0.917	0.917
TRANSL STUD	TRANSLATION STUDIES	1478-1700	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.093	0.205	0.389	0.28	0.906	0.936	0.936
INT RELAT	INTERNATIONAL RELATIONS	0047-1178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.381	0.572	0.433	0.433	1.065	1.103	1.103
HIST J	HISTORICAL JOURNAL	0018-246X	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41	0.365	0.502	0.45	1.281	1.113	1.113
J PSYCHOL AFR	JOURNAL OF PSYCHOLOGY IN AFRICA	1433-0237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.082	0.09	0.108	0.174	0.172	0.172
SOC PHILOS POLICY	SOCIAL PHILOSOPHY & POLICY	0265-0525	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.181	0.27	0.273	0.254	0.643	0.744	0.744
CONTINUITY CHANGE	CONTINUITY AND CHANGE	0268-4160	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.441	0.289	0.399	0.319	0.683	0.807	0.807
ETHICS GLOB POLIT	ETHICS & GLOBAL POLITICS	1654-4951	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.403	0.313	0.145	0.213	0.364	0.632	0.632
SCOT HIST REV	SCOTTISH HISTORICAL REVIEW	0036-9241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.194	0.032	0.05	0.013	0.482	0.522	0.522
J WOMEN POLIT POLICY	JOURNAL OF WOMEN POLITICS & POLICY	1554-477X	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.326	0.331	0.503	0.702	1.137	0.964	0.964
RESTAURATOR	RESTAURATOR-INTERNATIONAL JOURNAL FOR THE PRESERVATION OF LIBRARY AND ARCHIVAL MATERIAL	0034-5806	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.079	0.045	0.074	0.065	0.057	0.396	0.396
ASIA PAC EDUC REV	ASIA PACIFIC EDUCATION REVIEW	1598-1037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.166	0.224	0.201	0.499	0.568	0.568
J POLICY HIST	JOURNAL OF POLICY HISTORY	0898-0306	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.157	0.304	0.195	0.266	0.449	0.389	0.389
REV GEOGR ALP	REVUE DE GEOGRAPHIE ALPINE-JOURNAL OF ALPINE RESEARCH	0035-1121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.075	0.079	0.082	0.065	0.112	0.071	0.071
ALTERNATIVES	ALTERNATIVES	0304-3754	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.323	0.411	0.255	0.227	0.509	0.61	0.61
INFORM CULT	INFORMATION & CULTURE	2164-8034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.147	0.163	0.184	0.106	0.204	0.202	0.202
INT J SPORT MARK SPO	INTERNATIONAL JOURNAL OF SPORTS MARKETING & SPONSORSHIP	1464-6668	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.148	0.11	0.158	0.146	0.344	0.333	0.333
J SOC HIST	JOURNAL OF SOCIAL HISTORY	0022-4529	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.292	0.295	0.297	0.317	0.923	0.843	0.843
LABOR HIST-UK	LABOR HISTORY	0023-656X	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.131	0.169	0.127	0.371	0.498	0.363	0.363
LIBR INFORM SC	LIBRARY AND INFORMATION SCIENCE	0373-4447	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.053	0.047	0.055	0.036	0.178	0.021	0.021
REV PSICOL SOC	REVISTA DE PSICOLOGIA SOCIAL	0213-4748	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.188	0.233	0.22	0.133	0.29	0.228	0.228
Z KL PSYCH PSYCHOTH	ZEITSCHRIFT FUR KLINISCHE PSYCHOLOGIE UND PSYCHOTHERAPIE	1616-3443	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.188	0.161	0.145	0.196	0.279	0.242	0.242
FAM RELATSH SOC	FAMILIES RELATIONSHIPS AND SOCIETIES	2046-7435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.244	0.29	0.277	0.233	0.412	0.331	0.331
INT J MAR COAST LAW	INTERNATIONAL JOURNAL OF MARINE AND COASTAL LAW	0927-3522	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.103	0.164	0.187	0.149	0.294	0.374	0.374
J SOUTHEAST ASIAN ST	JOURNAL OF SOUTHEAST ASIAN STUDIES	0022-4634	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.166	0.238	0.294	0.274	0.345	0.522	0.522
MAGALLANIA	MAGALLANIA	0718-2244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.092	0.095	0.107	0.085	0.537	0.163	0.163
SO AFR LINGUIST APPL	SOUTHERN AFRICAN LINGUISTICS AND APPLIED LANGUAGE STUDIES	1607-3614	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.087	0.145	0.09	0.16	0.217	0.332	0.332
FOLIA HORTIC	FOLIA HORTICULTURAE	0867-1761	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.132	0.0	0.244	0.247	0.279	0.279
ANN PSYCHOL	ANNEE PSYCHOLOGIQUE	0003-5033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.155	0.177	0.147	0.261	0.253	0.327	0.327
ASIAN PERSPECT-SEOUL	ASIAN PERSPECTIVE	0258-9184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.236	0.151	0.192	0.212	0.237	0.277	0.277
B ECON RES	BULLETIN OF ECONOMIC RESEARCH	0307-3378	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.208	0.224	0.242	0.115	0.204	0.252	0.252
ASIAN PAC MIGR J	ASIAN AND PACIFIC MIGRATION JOURNAL	0117-1968	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.256	0.408	0.245	0.426	0.409	0.409
EMPIR STUD ARTS	EMPIRICAL STUDIES OF THE ARTS	0276-2374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.151	0.217	0.41	0.367	0.421	0.456	0.456
AUST ECON REV	AUSTRALIAN ECONOMIC REVIEW	0004-9018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.271	0.195	0.213	0.191	0.237	0.235	0.235
CRIT ARTS	CRITICAL ARTS-SOUTH-NORTH CULTURAL AND MEDIA STUDIES	0256-0046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.094	0.11	0.089	0.106	0.258	0.245	0.245
AUST J EARLY CHILD	AUSTRALASIAN JOURNAL OF EARLY CHILDHOOD	1836-9391	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.119	0.133	0.14	0.165	0.247	0.338	0.338
